Format Version,1.23,Take Name,Take 2025-12-17 06.35.01 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.35.01.503 PM,Capture Start Frame,10755390,Total Frames in Take,16256,Total Exported Frames,16256,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032
,ID,"1A7CDF4D9ECDA9D11F0","1A7CDF4D9ECDA9D11F0","1A7CDF4D9ECDA9D11F0"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
13623,113.525000,-0.673644,0.169410,0.494659
13624,113.533000,-0.673002,0.169451,0.494648
13625,113.542000,-0.672276,0.169478,0.494876
13626,113.550000,-0.671629,0.169527,0.495276
13627,113.558000,-0.671254,0.169585,0.495823
13628,113.567000,-0.671283,0.169578,0.496454
13629,113.575000,-0.671583,0.169458,0.497205
13630,113.583000,-0.672043,0.169423,0.497717
13631,113.592000,-0.672741,0.169442,0.498064
13632,113.600000,-0.673436,0.169437,0.497995
13633,113.608000,-0.674136,0.169390,0.497672
13634,113.617000,-0.674723,0.169354,0.497136
13635,113.625000,-0.674981,0.169382,0.496412
13636,113.633000,-0.674731,0.169467,0.495687
13637,113.642000,-0.674354,0.169439,0.495091
13638,113.650000,-0.673682,0.169412,0.494660
13639,113.658000,-0.673069,0.169396,0.494660
13640,113.667000,-0.672327,0.169453,0.494820
13641,113.675000,-0.671655,0.169512,0.495218
13642,113.683000,-0.671274,0.169575,0.495790
13643,113.692000,-0.671265,0.169569,0.496407
13644,113.700000,-0.671546,0.169460,0.497119
13645,113.708000,-0.671996,0.169434,0.497674
13646,113.717000,-0.672686,0.169420,0.498053
13647,113.725000,-0.673392,0.169429,0.498011
13648,113.733000,-0.674093,0.169396,0.497710
13649,113.742000,-0.674690,0.169339,0.497187
13650,113.750000,-0.674972,0.169387,0.496464
13651,113.758000,-0.674761,0.169452,0.495738
13652,113.767000,-0.674377,0.169456,0.495124
13653,113.775000,-0.673747,0.169403,0.494685
13654,113.783000,-0.673125,0.169409,0.494636
13655,113.792000,-0.672378,0.169459,0.494801
13656,113.800000,-0.671727,0.169496,0.495201
13657,113.808000,-0.671304,0.169576,0.495711
13658,113.817000,-0.671269,0.169564,0.496351
13659,113.825000,-0.671522,0.169466,0.497101
13660,113.833000,-0.671936,0.169419,0.497615
13661,113.842000,-0.672610,0.169450,0.498029
13662,113.850000,-0.673360,0.169433,0.498054
13663,113.858000,-0.674031,0.169398,0.497726
13664,113.867000,-0.674646,0.169342,0.497239
13665,113.875000,-0.674968,0.169381,0.496538
13666,113.883000,-0.674784,0.169450,0.495797
13667,113.892000,-0.674413,0.169460,0.495179
13668,113.900000,-0.673744,0.169433,0.494694
13669,113.908000,-0.673156,0.169419,0.494649
13670,113.917000,-0.672412,0.169488,0.494762
13671,113.925000,-0.671741,0.169505,0.495154
13672,113.933000,-0.671310,0.169557,0.495702
13673,113.942000,-0.671252,0.169553,0.496310
13674,113.950000,-0.671500,0.169483,0.497013
13675,113.958000,-0.671890,0.169424,0.497605
13676,113.967000,-0.672528,0.169452,0.497990
13677,113.975000,-0.673286,0.169448,0.498064
13678,113.983000,-0.673948,0.169393,0.497753
13679,113.992000,-0.674593,0.169343,0.497277
13680,114.000000,-0.674945,0.169354,0.496599
13681,114.008000,-0.674814,0.169446,0.495843
13682,114.017000,-0.674464,0.169446,0.495267
13683,114.025000,-0.673849,0.169388,0.494758
13684,114.033000,-0.673217,0.169414,0.494635
13685,114.042000,-0.672481,0.169457,0.494761
13686,114.050000,-0.671800,0.169512,0.495117
13687,114.058000,-0.671338,0.169575,0.495622
13688,114.067000,-0.671219,0.169562,0.496245
13689,114.075000,-0.671490,0.169490,0.496952
13690,114.083000,-0.671868,0.169433,0.497538
13691,114.092000,-0.672494,0.169445,0.497979
13692,114.100000,-0.673236,0.169435,0.498068
13693,114.108000,-0.673898,0.169422,0.497773
13694,114.117000,-0.674559,0.169353,0.497320
13695,114.125000,-0.674953,0.169356,0.496645
13696,114.133000,-0.674854,0.169448,0.495896
13697,114.142000,-0.674512,0.169460,0.495271
13698,114.150000,-0.673922,0.169416,0.494748
13699,114.158000,-0.673263,0.169411,0.494604
13700,114.167000,-0.672550,0.169449,0.494742
13701,114.175000,-0.671853,0.169489,0.495058
13702,114.183000,-0.671358,0.169563,0.495567
13703,114.192000,-0.671211,0.169588,0.496178
13704,114.200000,-0.671433,0.169521,0.496881
13705,114.208000,-0.671813,0.169411,0.497503
13706,114.217000,-0.672443,0.169415,0.497973
13707,114.225000,-0.673189,0.169416,0.498110
13708,114.233000,-0.673853,0.169413,0.497800
13709,114.242000,-0.674512,0.169360,0.497341
13710,114.250000,-0.674916,0.169355,0.496693
13711,114.258000,-0.674857,0.169438,0.495941
13712,114.267000,-0.674527,0.169449,0.495325
13713,114.275000,-0.673975,0.169410,0.494799
13714,114.283000,-0.673337,0.169380,0.494637
13715,114.292000,-0.672624,0.169427,0.494725
13716,114.300000,-0.671895,0.169498,0.495044
13717,114.308000,-0.671382,0.169535,0.495544
13718,114.317000,-0.671192,0.169587,0.496135
13719,114.325000,-0.671424,0.169505,0.496831
13720,114.333000,-0.671800,0.169408,0.497485
13721,114.342000,-0.672386,0.169446,0.497959
13722,114.350000,-0.673131,0.169417,0.498091
13723,114.358000,-0.673782,0.169418,0.497831
13724,114.367000,-0.674470,0.169333,0.497431
13725,114.375000,-0.674908,0.169360,0.496734
13726,114.383000,-0.674901,0.169431,0.496007
13727,114.392000,-0.674553,0.169459,0.495366
13728,114.400000,-0.674013,0.169416,0.494790
13729,114.408000,-0.673338,0.169399,0.494604
13730,114.417000,-0.672653,0.169433,0.494727
13731,114.425000,-0.671951,0.169489,0.495006
13732,114.433000,-0.671412,0.169539,0.495496
13733,114.442000,-0.671221,0.169561,0.496103
13734,114.450000,-0.671378,0.169525,0.496774
13735,114.458000,-0.671723,0.169439,0.497428
13736,114.467000,-0.672317,0.169421,0.497920
13737,114.475000,-0.673082,0.169414,0.498100
13738,114.483000,-0.673753,0.169423,0.497846
13739,114.492000,-0.674432,0.169363,0.497439
13740,114.500000,-0.674900,0.169346,0.496791
13741,114.508000,-0.674918,0.169409,0.496068
13742,114.517000,-0.674585,0.169463,0.495410
13743,114.525000,-0.674080,0.169424,0.494847
13744,114.533000,-0.673410,0.169410,0.494646
13745,114.542000,-0.672730,0.169436,0.494702
13746,114.550000,-0.672007,0.169488,0.494969
13747,114.558000,-0.671432,0.169545,0.495475
13748,114.567000,-0.671202,0.169567,0.496041
13749,114.575000,-0.671380,0.169526,0.496735
13750,114.583000,-0.671732,0.169428,0.497424
13751,114.592000,-0.672303,0.169448,0.497906
13752,114.600000,-0.673042,0.169429,0.498095
13753,114.608000,-0.673690,0.169440,0.497902
13754,114.617000,-0.674403,0.169370,0.497477
13755,114.625000,-0.674873,0.169365,0.496843
13756,114.633000,-0.674945,0.169419,0.496122
13757,114.642000,-0.674601,0.169485,0.495442
13758,114.650000,-0.674114,0.169426,0.494839
13759,114.658000,-0.673433,0.169404,0.494617
13760,114.667000,-0.672760,0.169428,0.494701
13761,114.675000,-0.672026,0.169492,0.494947
13762,114.683000,-0.671453,0.169546,0.495447
13763,114.692000,-0.671217,0.169575,0.496030
13764,114.700000,-0.671372,0.169530,0.496702
13765,114.708000,-0.671716,0.169426,0.497378
13766,114.717000,-0.672222,0.169436,0.497859
13767,114.725000,-0.672988,0.169414,0.498113
13768,114.733000,-0.673661,0.169432,0.497889
13769,114.742000,-0.674355,0.169349,0.497525
13770,114.750000,-0.674859,0.169338,0.496901
13771,114.758000,-0.674945,0.169415,0.496150
13772,114.767000,-0.674634,0.169447,0.495486
13773,114.775000,-0.674160,0.169389,0.494924
13774,114.783000,-0.673448,0.169407,0.494612
13775,114.792000,-0.672823,0.169429,0.494699
13776,114.800000,-0.672076,0.169478,0.494930
13777,114.808000,-0.671478,0.169518,0.495424
13778,114.817000,-0.671206,0.169596,0.495968
13779,114.825000,-0.671350,0.169537,0.496661
13780,114.833000,-0.671676,0.169437,0.497356
13781,114.842000,-0.672249,0.169415,0.497856
13782,114.850000,-0.672924,0.169446,0.498094
13783,114.858000,-0.673601,0.169436,0.497913
13784,114.867000,-0.674329,0.169366,0.497548
13785,114.875000,-0.674831,0.169354,0.496934
13786,114.883000,-0.674949,0.169412,0.496220
13787,114.892000,-0.674642,0.169455,0.495522
13788,114.900000,-0.674174,0.169423,0.494940
13789,114.908000,-0.673506,0.169415,0.494643
13790,114.917000,-0.672838,0.169429,0.494655
13791,114.925000,-0.672110,0.169473,0.494888
13792,114.933000,-0.671507,0.169533,0.495375
13793,114.942000,-0.671195,0.169585,0.495936
13794,114.950000,-0.671313,0.169555,0.496592
13795,114.958000,-0.671630,0.169453,0.497295
13796,114.967000,-0.672143,0.169421,0.497792
13797,114.975000,-0.672888,0.169437,0.498098
13798,114.983000,-0.673550,0.169439,0.497916
13799,114.992000,-0.674256,0.169375,0.497570
13800,115.000000,-0.674795,0.169345,0.496978
13801,115.008000,-0.674933,0.169407,0.496243
13802,115.017000,-0.674669,0.169472,0.495552
13803,115.025000,-0.674232,0.169419,0.494949
13804,115.033000,-0.673527,0.169388,0.494608
13805,115.042000,-0.672921,0.169415,0.494669
13806,115.050000,-0.672175,0.169468,0.494893
13807,115.058000,-0.671570,0.169532,0.495334
13808,115.067000,-0.671207,0.169576,0.495870
13809,115.075000,-0.671326,0.169539,0.496553
13810,115.083000,-0.671612,0.169419,0.497270
13811,115.092000,-0.672103,0.169415,0.497781
13812,115.100000,-0.672823,0.169402,0.498096
13813,115.108000,-0.673511,0.169416,0.497957
13814,115.117000,-0.674215,0.169361,0.497612
13815,115.125000,-0.674775,0.169348,0.497038
13816,115.133000,-0.674955,0.169383,0.496317
13817,115.142000,-0.674661,0.169460,0.495574
13818,115.150000,-0.674267,0.169436,0.494994
13819,115.158000,-0.673606,0.169408,0.494650
13820,115.167000,-0.672952,0.169426,0.494664
13821,115.175000,-0.672230,0.169480,0.494891
13822,115.183000,-0.671592,0.169521,0.495347
13823,115.192000,-0.671239,0.169561,0.495877
13824,115.200000,-0.671285,0.169556,0.496506
13825,115.208000,-0.671593,0.169441,0.497226
13826,115.217000,-0.672051,0.169415,0.497728
13827,115.225000,-0.672768,0.169414,0.498083
13828,115.233000,-0.673479,0.169425,0.497980
13829,115.242000,-0.674193,0.169373,0.497636
13830,115.250000,-0.674746,0.169356,0.497092
13831,115.258000,-0.674976,0.169397,0.496392
13832,115.267000,-0.674724,0.169452,0.495665
13833,115.275000,-0.674330,0.169438,0.495052
13834,115.283000,-0.673637,0.169412,0.494646
13835,115.292000,-0.673010,0.169415,0.494658
13836,115.300000,-0.672289,0.169461,0.494837
13837,115.308000,-0.671634,0.169514,0.495260
13838,115.317000,-0.671246,0.169558,0.495806
13839,115.325000,-0.671284,0.169554,0.496461
13840,115.333000,-0.671574,0.169466,0.497164
13841,115.342000,-0.672035,0.169436,0.497725
13842,115.350000,-0.672716,0.169426,0.498081
13843,115.358000,-0.673422,0.169429,0.498016
13844,115.367000,-0.674126,0.169388,0.497690
13845,115.375000,-0.674714,0.169330,0.497163
13846,115.383000,-0.674977,0.169377,0.496442
13847,115.392000,-0.674735,0.169453,0.495697
13848,115.400000,-0.674362,0.169430,0.495105
13849,115.408000,-0.673698,0.169428,0.494671
13850,115.417000,-0.673044,0.169423,0.494651
13851,115.425000,-0.672308,0.169473,0.494817
13852,115.433000,-0.671672,0.169508,0.495245
13853,115.442000,-0.671274,0.169573,0.495767
13854,115.450000,-0.671270,0.169548,0.496416
13855,115.458000,-0.671552,0.169442,0.497160
13856,115.467000,-0.671991,0.169413,0.497684
13857,115.475000,-0.672662,0.169414,0.498061
13858,115.483000,-0.673361,0.169454,0.498021
13859,115.492000,-0.674069,0.169384,0.497717
13860,115.500000,-0.674698,0.169332,0.497186
13861,115.508000,-0.674976,0.169381,0.496481
13862,115.517000,-0.674775,0.169466,0.495765
13863,115.525000,-0.674387,0.169451,0.495141
13864,115.533000,-0.673731,0.169441,0.494688
13865,115.542000,-0.673121,0.169417,0.494651
13866,115.550000,-0.672359,0.169470,0.494798
13867,115.558000,-0.671676,0.169509,0.495205
13868,115.567000,-0.671277,0.169577,0.495747
13869,115.575000,-0.671239,0.169551,0.496376
13870,115.583000,-0.671518,0.169461,0.497107
13871,115.592000,-0.671941,0.169411,0.497653
13872,115.600000,-0.672623,0.169423,0.498051
13873,115.608000,-0.673348,0.169436,0.498065
13874,115.617000,-0.674018,0.169402,0.497759
13875,115.625000,-0.674663,0.169328,0.497227
13876,115.633000,-0.674970,0.169363,0.496514
13877,115.642000,-0.674794,0.169436,0.495805
13878,115.650000,-0.674416,0.169446,0.495190
13879,115.658000,-0.673801,0.169428,0.494732
13880,115.667000,-0.673147,0.169410,0.494644
13881,115.675000,-0.672421,0.169450,0.494787
13882,115.683000,-0.671755,0.169491,0.495194
13883,115.692000,-0.671282,0.169555,0.495691
13884,115.700000,-0.671231,0.169575,0.496322
13885,115.708000,-0.671517,0.169473,0.497032
13886,115.717000,-0.671919,0.169419,0.497623
13887,115.725000,-0.672583,0.169426,0.498030
13888,115.733000,-0.673312,0.169424,0.498045
13889,115.742000,-0.674001,0.169398,0.497739
13890,115.750000,-0.674618,0.169334,0.497265
13891,115.758000,-0.674963,0.169375,0.496576
13892,115.767000,-0.674810,0.169464,0.495827
13893,115.775000,-0.674435,0.169462,0.495211
13894,115.783000,-0.673808,0.169431,0.494728
13895,115.792000,-0.673195,0.169429,0.494652
13896,115.800000,-0.672470,0.169469,0.494776
13897,115.808000,-0.671784,0.169497,0.495143
13898,115.817000,-0.671323,0.169566,0.495656
13899,115.825000,-0.671201,0.169582,0.496269
13900,115.833000,-0.671499,0.169490,0.496998
13901,115.842000,-0.671879,0.169435,0.497567
13902,115.850000,-0.672512,0.169421,0.497996
13903,115.858000,-0.673278,0.169430,0.498084
13904,115.867000,-0.673954,0.169402,0.497769
13905,115.875000,-0.674595,0.169340,0.497315
13906,115.883000,-0.674928,0.169361,0.496604
13907,115.892000,-0.674819,0.169439,0.495868
13908,115.900000,-0.674474,0.169474,0.495265
13909,115.908000,-0.673871,0.169418,0.494765
13910,115.917000,-0.673236,0.169414,0.494644
13911,115.925000,-0.672509,0.169460,0.494774
13912,115.933000,-0.671828,0.169498,0.495100
13913,115.942000,-0.671329,0.169563,0.495618
13914,115.950000,-0.671196,0.169584,0.496249
13915,115.958000,-0.671438,0.169510,0.496930
13916,115.967000,-0.671817,0.169426,0.497548
13917,115.975000,-0.672492,0.169422,0.497973
13918,115.983000,-0.673215,0.169442,0.498075
13919,115.992000,-0.673887,0.169412,0.497798
13920,116.000000,-0.674544,0.169326,0.497336
13921,116.008000,-0.674942,0.169371,0.496665
13922,116.017000,-0.674855,0.169454,0.495919
13923,116.025000,-0.674507,0.169450,0.495308
13924,116.033000,-0.673898,0.169433,0.494750
13925,116.042000,-0.673260,0.169415,0.494627
13926,116.050000,-0.672563,0.169442,0.494735
13927,116.058000,-0.671862,0.169514,0.495065
13928,116.067000,-0.671357,0.169561,0.495575
13929,116.075000,-0.671225,0.169582,0.496199
13930,116.083000,-0.671460,0.169495,0.496907
13931,116.092000,-0.671799,0.169443,0.497493
13932,116.100000,-0.672389,0.169479,0.497944
13933,116.108000,-0.673174,0.169438,0.498095
13934,116.117000,-0.673847,0.169441,0.497810
13935,116.125000,-0.674508,0.169347,0.497399
13936,116.133000,-0.674936,0.169344,0.496714
13937,116.142000,-0.674889,0.169421,0.495975
13938,116.150000,-0.674535,0.169456,0.495345
13939,116.158000,-0.673959,0.169418,0.494771
13940,116.167000,-0.673304,0.169406,0.494612
13941,116.175000,-0.672610,0.169448,0.494709
13942,116.183000,-0.671905,0.169497,0.495003
13943,116.192000,-0.671392,0.169565,0.495531
13944,116.200000,-0.671208,0.169582,0.496130
13945,116.208000,-0.671403,0.169527,0.496798
13946,116.217000,-0.671776,0.169426,0.497466
13947,116.225000,-0.672378,0.169427,0.497938
13948,116.233000,-0.673109,0.169425,0.498088
13949,116.242000,-0.673772,0.169426,0.497825
13950,116.250000,-0.674467,0.169347,0.497407
13951,116.258000,-0.674902,0.169351,0.496751
13952,116.267000,-0.674898,0.169425,0.496018
13953,116.275000,-0.674567,0.169446,0.495392
13954,116.283000,-0.674027,0.169413,0.494804
13955,116.292000,-0.673374,0.169411,0.494643
13956,116.300000,-0.672668,0.169427,0.494720
13957,116.308000,-0.671949,0.169476,0.495007
13958,116.317000,-0.671408,0.169546,0.495499
13959,116.325000,-0.671182,0.169571,0.496093
13960,116.333000,-0.671386,0.169528,0.496791
13961,116.342000,-0.671751,0.169429,0.497443
13962,116.350000,-0.672303,0.169432,0.497921
13963,116.358000,-0.673094,0.169407,0.498104
13964,116.367000,-0.673745,0.169435,0.497850
13965,116.375000,-0.674411,0.169333,0.497473
13966,116.383000,-0.674897,0.169350,0.496818
13967,116.392000,-0.674925,0.169424,0.496088
13968,116.400000,-0.674601,0.169456,0.495429
13969,116.408000,-0.674074,0.169416,0.494868
13970,116.417000,-0.673353,0.169401,0.494600
13971,116.425000,-0.672742,0.169431,0.494708
13972,116.433000,-0.672029,0.169487,0.494991
13973,116.442000,-0.671451,0.169536,0.495466
13974,116.450000,-0.671206,0.169584,0.496039
13975,116.458000,-0.671362,0.169529,0.496722
13976,116.467000,-0.671713,0.169430,0.497412
13977,116.475000,-0.672297,0.169417,0.497892
13978,116.483000,-0.673023,0.169416,0.498096
13979,116.492000,-0.673680,0.169427,0.497878
13980,116.500000,-0.674403,0.169346,0.497499
13981,116.508000,-0.674872,0.169352,0.496857
13982,116.517000,-0.674937,0.169406,0.496142
13983,116.525000,-0.674600,0.169455,0.495447
13984,116.533000,-0.674104,0.169408,0.494884
13985,116.542000,-0.673442,0.169382,0.494633
13986,116.550000,-0.672784,0.169414,0.494683
13987,116.558000,-0.672063,0.169453,0.494956
13988,116.567000,-0.671458,0.169539,0.495439
13989,116.575000,-0.671187,0.169573,0.496020
13990,116.583000,-0.671345,0.169521,0.496676
13991,116.592000,-0.671690,0.169418,0.497367
13992,116.600000,-0.672226,0.169417,0.497847
13993,116.608000,-0.672990,0.169405,0.498076
13994,116.617000,-0.673658,0.169425,0.497898
13995,116.625000,-0.674339,0.169358,0.497525
13996,116.633000,-0.674845,0.169354,0.496902
13997,116.642000,-0.674932,0.169427,0.496164
13998,116.650000,-0.674641,0.169453,0.495506
13999,116.658000,-0.674156,0.169434,0.494899
14000,116.667000,-0.673452,0.169419,0.494595
14001,116.675000,-0.672832,0.169442,0.494697
14002,116.683000,-0.672102,0.169486,0.494948
14003,116.692000,-0.671511,0.169548,0.495405
14004,116.700000,-0.671204,0.169589,0.495968
14005,116.708000,-0.671342,0.169539,0.496645
14006,116.717000,-0.671658,0.169441,0.497345
14007,116.725000,-0.672202,0.169425,0.497854
14008,116.733000,-0.672913,0.169431,0.498112
14009,116.742000,-0.673588,0.169445,0.497910
14010,116.750000,-0.674302,0.169366,0.497559
14011,116.758000,-0.674844,0.169338,0.496961
14012,116.767000,-0.674958,0.169395,0.496229
14013,116.775000,-0.674644,0.169453,0.495542
14014,116.783000,-0.674203,0.169407,0.494938
14015,116.792000,-0.673504,0.169410,0.494624
14016,116.800000,-0.672859,0.169399,0.494654
14017,116.808000,-0.672117,0.169467,0.494886
14018,116.817000,-0.671513,0.169521,0.495387
14019,116.825000,-0.671199,0.169572,0.495927
14020,116.833000,-0.671323,0.169530,0.496601
14021,116.842000,-0.671639,0.169435,0.497330
14022,116.850000,-0.672173,0.169437,0.497847
14023,116.858000,-0.672901,0.169432,0.498104
14024,116.867000,-0.673540,0.169450,0.497920
14025,116.875000,-0.674266,0.169385,0.497564
14026,116.883000,-0.674807,0.169329,0.496989
14027,116.892000,-0.674954,0.169396,0.496269
14028,116.900000,-0.674665,0.169458,0.495566
14029,116.908000,-0.674223,0.169427,0.494957
14030,116.917000,-0.673540,0.169397,0.494615
14031,116.925000,-0.672929,0.169395,0.494671
14032,116.933000,-0.672174,0.169456,0.494878
14033,116.942000,-0.671551,0.169511,0.495361
14034,116.950000,-0.671195,0.169568,0.495909
14035,116.958000,-0.671310,0.169528,0.496570
14036,116.967000,-0.671638,0.169416,0.497284
14037,116.975000,-0.672138,0.169407,0.497778
14038,116.983000,-0.672853,0.169393,0.498099
14039,116.992000,-0.673523,0.169423,0.497946
14040,117.000000,-0.674237,0.169357,0.497581
14041,117.008000,-0.674797,0.169342,0.497029
14042,117.017000,-0.674958,0.169381,0.496298
14043,117.025000,-0.674689,0.169442,0.495607
14044,117.033000,-0.674264,0.169424,0.495008
14045,117.042000,-0.673611,0.169388,0.494661
14046,117.050000,-0.672955,0.169398,0.494656
14047,117.058000,-0.672200,0.169465,0.494872
14048,117.067000,-0.671570,0.169519,0.495350
14049,117.075000,-0.671217,0.169579,0.495863
14050,117.083000,-0.671326,0.169534,0.496554
14051,117.092000,-0.671606,0.169440,0.497227
14052,117.100000,-0.672106,0.169426,0.497762
14053,117.108000,-0.672823,0.169401,0.498101
14054,117.117000,-0.673476,0.169426,0.497953
14055,117.125000,-0.674206,0.169369,0.497649
14056,117.133000,-0.674751,0.169323,0.497091
14057,117.142000,-0.674968,0.169380,0.496335
14058,117.150000,-0.674712,0.169444,0.495631
14059,117.158000,-0.674305,0.169420,0.495009
14060,117.167000,-0.673632,0.169382,0.494664
14061,117.175000,-0.673001,0.169386,0.494638
14062,117.183000,-0.672265,0.169455,0.494863
14063,117.192000,-0.671618,0.169525,0.495295
14064,117.200000,-0.671253,0.169572,0.495834
14065,117.208000,-0.671303,0.169546,0.496473
14066,117.217000,-0.671586,0.169443,0.497196
14067,117.225000,-0.672042,0.169406,0.497713
14068,117.233000,-0.672774,0.169403,0.498077
14069,117.242000,-0.673453,0.169419,0.497995
14070,117.250000,-0.674161,0.169380,0.497654
14071,117.258000,-0.674742,0.169353,0.497113
14072,117.267000,-0.674953,0.169380,0.496379
14073,117.275000,-0.674698,0.169453,0.495677
14074,117.283000,-0.674320,0.169425,0.495061
14075,117.292000,-0.673626,0.169395,0.494650
14076,117.300000,-0.673038,0.169398,0.494664
14077,117.308000,-0.672300,0.169439,0.494838
14078,117.317000,-0.671662,0.169480,0.495276
14079,117.325000,-0.671264,0.169534,0.495794
14080,117.333000,-0.671293,0.169529,0.496448
14081,117.342000,-0.671572,0.169429,0.497171
14082,117.350000,-0.672031,0.169404,0.497724
14083,117.358000,-0.672714,0.169410,0.498056
14084,117.367000,-0.673435,0.169400,0.498012
14085,117.375000,-0.674133,0.169371,0.497707
14086,117.383000,-0.674728,0.169325,0.497158
14087,117.392000,-0.674997,0.169374,0.496438
14088,117.400000,-0.674749,0.169444,0.495712
14089,117.408000,-0.674350,0.169429,0.495113
14090,117.417000,-0.673688,0.169418,0.494680
14091,117.425000,-0.673068,0.169399,0.494660
14092,117.433000,-0.672324,0.169471,0.494824
14093,117.442000,-0.671692,0.169495,0.495261
14094,117.450000,-0.671286,0.169559,0.495772
14095,117.458000,-0.671286,0.169550,0.496403
14096,117.467000,-0.671562,0.169447,0.497134
14097,117.475000,-0.671963,0.169399,0.497651
14098,117.483000,-0.672666,0.169412,0.498047
14099,117.492000,-0.673383,0.169422,0.498020
14100,117.500000,-0.674072,0.169389,0.497700
14101,117.508000,-0.674692,0.169318,0.497196
14102,117.517000,-0.674967,0.169350,0.496475
14103,117.525000,-0.674772,0.169426,0.495742
14104,117.533000,-0.674437,0.169410,0.495147
14105,117.542000,-0.673765,0.169372,0.494675
14106,117.550000,-0.673140,0.169383,0.494656
14107,117.558000,-0.672384,0.169446,0.494789
14108,117.567000,-0.671712,0.169490,0.495188
14109,117.575000,-0.671305,0.169553,0.495736
14110,117.583000,-0.671284,0.169553,0.496357
14111,117.592000,-0.671524,0.169458,0.497069
14112,117.600000,-0.671947,0.169416,0.497629
14113,117.608000,-0.672601,0.169447,0.498024
14114,117.617000,-0.673342,0.169440,0.498043
14115,117.625000,-0.674005,0.169406,0.497732
14116,117.633000,-0.674636,0.169346,0.497226
14117,117.642000,-0.674951,0.169378,0.496515
14118,117.650000,-0.674769,0.169449,0.495801
14119,117.658000,-0.674418,0.169431,0.495191
14120,117.667000,-0.673774,0.169428,0.494696
14121,117.675000,-0.673134,0.169417,0.494649
14122,117.683000,-0.672408,0.169457,0.494791
14123,117.692000,-0.671753,0.169489,0.495176
14124,117.700000,-0.671307,0.169548,0.495699
14125,117.708000,-0.671242,0.169550,0.496313
14126,117.717000,-0.671519,0.169457,0.497043
14127,117.725000,-0.671901,0.169414,0.497594
14128,117.733000,-0.672531,0.169428,0.498021
14129,117.742000,-0.673288,0.169428,0.498086
14130,117.750000,-0.673968,0.169407,0.497774
14131,117.758000,-0.674604,0.169317,0.497281
14132,117.767000,-0.674956,0.169359,0.496570
14133,117.775000,-0.674789,0.169436,0.495811
14134,117.783000,-0.674439,0.169426,0.495196
14135,117.792000,-0.673812,0.169392,0.494699
14136,117.800000,-0.673183,0.169377,0.494645
14137,117.808000,-0.672445,0.169439,0.494754
14138,117.817000,-0.671777,0.169466,0.495098
14139,117.825000,-0.671332,0.169554,0.495632
14140,117.833000,-0.671226,0.169582,0.496238
14141,117.842000,-0.671465,0.169484,0.496967
14142,117.850000,-0.671849,0.169440,0.497549
14143,117.858000,-0.672493,0.169442,0.497963
14144,117.867000,-0.673260,0.169417,0.498070
14145,117.875000,-0.673935,0.169388,0.497751
14146,117.883000,-0.674568,0.169322,0.497311
14147,117.892000,-0.674932,0.169349,0.496612
14148,117.900000,-0.674812,0.169434,0.495858
14149,117.908000,-0.674494,0.169435,0.495273
14150,117.917000,-0.673872,0.169417,0.494736
14151,117.925000,-0.673238,0.169396,0.494620
14152,117.933000,-0.672512,0.169436,0.494757
14153,117.942000,-0.671846,0.169506,0.495104
14154,117.950000,-0.671341,0.169557,0.495597
14155,117.958000,-0.671216,0.169560,0.496215
14156,117.967000,-0.671445,0.169486,0.496935
14157,117.975000,-0.671818,0.169423,0.497539
14158,117.983000,-0.672453,0.169431,0.497961
14159,117.992000,-0.673216,0.169410,0.498097
14160,118.000000,-0.673882,0.169405,0.497789
14161,118.008000,-0.674533,0.169324,0.497361
14162,118.017000,-0.674941,0.169355,0.496670
14163,118.025000,-0.674851,0.169434,0.495930
14164,118.033000,-0.674498,0.169458,0.495299
14165,118.042000,-0.673907,0.169423,0.494752
14166,118.050000,-0.673276,0.169382,0.494629
14167,118.058000,-0.672584,0.169428,0.494731
14168,118.067000,-0.671895,0.169457,0.495047
14169,118.075000,-0.671386,0.169533,0.495574
14170,118.083000,-0.671203,0.169569,0.496162
14171,118.092000,-0.671439,0.169494,0.496897
14172,118.100000,-0.671793,0.169422,0.497491
14173,118.108000,-0.672394,0.169423,0.497966
14174,118.117000,-0.673181,0.169400,0.498091
14175,118.125000,-0.673838,0.169407,0.497800
14176,118.133000,-0.674512,0.169318,0.497403
14177,118.142000,-0.674930,0.169330,0.496720
14178,118.150000,-0.674885,0.169410,0.495980
14179,118.158000,-0.674550,0.169442,0.495353
14180,118.167000,-0.673967,0.169402,0.494817
14181,118.175000,-0.673343,0.169384,0.494642
14182,118.183000,-0.672650,0.169420,0.494719
14183,118.192000,-0.671910,0.169481,0.495018
14184,118.200000,-0.671396,0.169519,0.495549
14185,118.208000,-0.671200,0.169551,0.496162
14186,118.217000,-0.671400,0.169504,0.496824
14187,118.225000,-0.671779,0.169407,0.497468
14188,118.233000,-0.672369,0.169429,0.497963
14189,118.242000,-0.673108,0.169417,0.498102
14190,118.250000,-0.673772,0.169404,0.497847
14191,118.258000,-0.674467,0.169333,0.497430
14192,118.267000,-0.674913,0.169346,0.496747
