Format Version,1.23,Take Name,Take 2025-12-17 06.57.16 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.57.16.807 PM,Capture Start Frame,10915629,Total Frames in Take,40845,Total Exported Frames,40845,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036
,ID,"1E7CDF4D9ECDA9D11F0","1E7CDF4D9ECDA9D11F0","1E7CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
16780,139.833000,0.249950,0.203717,-0.668966,,,
16781,139.842000,0.245191,0.203820,-0.671958,,,
16782,139.850000,0.239915,0.203765,-0.674872,,,
16783,139.858000,0.234025,0.203858,-0.677738,,,
16784,139.867000,0.229259,0.203851,-0.680925,,,
16785,139.875000,0.223970,0.204076,-0.683923,,,
16786,139.883000,0.217878,0.204223,-0.686961,,,
16787,139.892000,0.212882,0.204273,-0.689931,,,
16788,139.900000,0.207570,0.204239,-0.693013,,,
16789,139.908000,0.201862,0.204295,-0.696024,,,
16790,139.917000,0.196901,0.204386,-0.699231,,,
16791,139.925000,0.191065,0.204410,-0.702085,,,
16792,139.933000,0.185418,0.204444,-0.704832,,,
16793,139.942000,0.180338,0.204198,-0.707779,,,
16794,139.950000,0.174003,0.204114,-0.710501,,,
16795,139.958000,0.167865,0.204054,-0.713140,,,
16796,139.967000,0.162477,0.204334,-0.716650,,,
16797,139.975000,0.156624,0.204657,-0.720327,,,
16798,139.983000,0.151564,0.204708,-0.722921,,,
16799,139.992000,0.146069,0.204628,-0.726003,,,
16800,140.000000,0.139723,0.204720,-0.729187,,,
16801,140.008000,0.134340,0.204830,-0.732231,,,
16802,140.017000,0.128949,0.205056,-0.735467,,,
16803,140.025000,0.122882,0.205117,-0.738938,,,
16804,140.033000,0.116985,0.205069,-0.741858,,,
16805,140.042000,0.111512,0.204993,-0.745064,,,
16806,140.050000,0.106277,0.205297,-0.748417,,,
16807,140.058000,0.100133,0.205495,-0.751845,,,
16808,140.067000,0.093780,0.205762,-0.755510,,,
16809,140.075000,0.088399,0.205728,-0.759333,,,
16810,140.083000,0.082940,0.205755,-0.762267,,,
16811,140.092000,0.076964,0.205893,-0.764808,,,
16812,140.100000,0.070714,0.206081,-0.768350,,,
16813,140.108000,0.064922,0.206162,-0.772359,,,
16814,140.117000,0.059485,0.206077,-0.775405,,,
16815,140.125000,0.053545,0.206178,-0.777988,,,
16816,140.133000,0.047223,0.206269,-0.781077,,,
16817,140.142000,0.041748,0.206206,-0.784578,,,
16818,140.150000,0.036096,0.206109,-0.787682,,,
16819,140.158000,0.030087,0.206196,-0.790862,,,
16820,140.167000,0.024240,0.206381,-0.793836,,,
16821,140.175000,0.018561,0.206580,-0.796971,,,
16822,140.183000,0.012563,0.206573,-0.800874,,,
16823,140.192000,0.006608,0.206523,-0.804365,,,
16824,140.200000,0.000916,0.206350,-0.806978,,,
16825,140.208000,-0.005191,0.206603,-0.810250,,,
16826,140.217000,-0.012032,0.206832,-0.814552,,,
16827,140.225000,-0.017990,0.206956,-0.818317,,,
16828,140.233000,-0.023474,0.206753,-0.821482,,,
16829,140.242000,-0.029543,0.206779,-0.824720,,,
16830,140.250000,-0.035810,0.206818,-0.828212,,,
16831,140.258000,-0.041541,0.206805,-0.832024,,,
16832,140.267000,-0.047121,0.206810,-0.835733,,,
16833,140.275000,-0.053049,0.206692,-0.838861,,,
16834,140.283000,-0.059664,0.206933,-0.841964,,,
16835,140.292000,-0.065675,0.206998,-0.845843,,,
16836,140.300000,-0.071357,0.207058,-0.849178,,,
16837,140.308000,-0.077185,0.207070,-0.852006,,,
16838,140.317000,-0.083571,0.207265,-0.855226,,,
16839,140.325000,-0.090763,0.207821,-0.858141,,,
16840,140.333000,-0.096567,0.208119,-0.861332,,,
16841,140.342000,-0.101969,0.208041,-0.865090,,,
16842,140.350000,-0.108341,0.207820,-0.868100,,,
16843,140.358000,-0.113972,0.207717,-0.870470,,,
16844,140.367000,-0.119935,0.207888,-0.873294,,,
16845,140.375000,-0.126688,0.208388,-0.876545,,,
16846,140.383000,-0.132836,0.208473,-0.879564,,,
16847,140.392000,-0.138477,0.208355,-0.881928,,,
16848,140.400000,-0.143384,0.208314,-0.884717,,,
16849,140.408000,-0.148963,0.208407,-0.887349,,,
16850,140.417000,-0.156471,0.208944,-0.889686,,,
16851,140.425000,-0.162109,0.209003,-0.892409,,,
16852,140.433000,-0.167087,0.208896,-0.895154,,,
16853,140.442000,-0.173547,0.209050,-0.897254,,,
16854,140.450000,-0.179480,0.209077,-0.899600,,,
16855,140.458000,-0.185652,0.209234,-0.902556,,,
16856,140.467000,-0.192006,0.209447,-0.904584,,,
16857,140.475000,-0.197163,0.209359,-0.905523,,,
16858,140.483000,-0.203491,0.209286,-0.906971,,,
16859,140.492000,-0.210122,0.209236,-0.909278,,,
16860,140.500000,-0.215720,0.209312,-0.911383,,,
16861,140.508000,-0.221802,0.209461,-0.912571,,,
16862,140.517000,-0.228260,0.209625,-0.913622,,,
16863,140.525000,-0.234470,0.209709,-0.915196,,,
16864,140.533000,-0.240767,0.209642,-0.916682,,,
16865,140.542000,-0.246671,0.209528,-0.917590,,,
16866,140.550000,-0.253130,0.209644,-0.918409,,,
16867,140.558000,-0.259950,0.209669,-0.919711,,,
16868,140.567000,-0.266545,0.209697,-0.920922,,,
16869,140.575000,-0.272832,0.209631,-0.921570,,,
16870,140.583000,-0.278953,0.209758,-0.922686,,,
16871,140.592000,-0.285557,0.210094,-0.924139,,,
16872,140.600000,-0.292765,0.210357,-0.924655,,,
16873,140.608000,-0.298843,0.210293,-0.925227,,,
16874,140.617000,-0.304745,0.210020,-0.926747,,,
16875,140.625000,-0.311365,0.210025,-0.927762,,,
16876,140.633000,-0.318716,0.210512,-0.927264,,,
16877,140.642000,-0.325832,0.210991,-0.927347,,,
16878,140.650000,-0.332484,0.211015,-0.928446,,,
16879,140.658000,-0.339086,0.210827,-0.929115,,,
16880,140.667000,-0.345511,0.210615,-0.929269,,,
16881,140.675000,-0.352545,0.210784,-0.929746,,,
16882,140.683000,-0.359879,0.211186,-0.930244,,,
16883,140.692000,-0.366926,0.211436,-0.930683,,,
16884,140.700000,-0.374023,0.211371,-0.931382,,,
16885,140.708000,-0.380403,0.211123,-0.931848,,,
16886,140.717000,-0.386649,0.210914,-0.932022,,,
16887,140.725000,-0.394345,0.211034,-0.932291,,,
16888,140.733000,-0.402118,0.211084,-0.932928,,,
16889,140.742000,-0.408876,0.211102,-0.933486,,,
16890,140.750000,-0.416369,0.211208,-0.933482,,,
16891,140.758000,-0.424085,0.211310,-0.934010,,,
16892,140.767000,-0.431363,0.211311,-0.934713,,,
16893,140.775000,-0.438876,0.211511,-0.934924,,,
16894,140.783000,-0.446226,0.211624,-0.935533,,,
16895,140.792000,-0.453271,0.211555,-0.937088,,,
16896,140.800000,-0.461704,0.211782,-0.937107,,,
16897,140.808000,-0.468758,0.211763,-0.936858,,,
16898,140.817000,-0.475753,0.211681,-0.937463,,,
16899,140.825000,-0.484324,0.211937,-0.937561,,,
16900,140.833000,-0.491126,0.211971,-0.938118,,,
16901,140.842000,-0.498179,0.211894,-0.938942,,,
16902,140.850000,-0.506912,0.212143,-0.938942,,,
16903,140.858000,-0.514118,0.211980,-0.939409,,,
16904,140.867000,-0.521523,0.212057,-0.940355,,,
16905,140.875000,-0.529993,0.212326,-0.940136,,,
16906,140.883000,-0.537144,0.212351,-0.940379,,,
16907,140.892000,-0.544946,0.212422,-0.941255,,,
16908,140.900000,-0.553162,0.212340,-0.941799,,,
16909,140.908000,-0.560115,0.212171,-0.942186,,,
16910,140.917000,-0.568027,0.212165,-0.942307,,,
16911,140.925000,-0.576264,0.212226,-0.942675,,,
16912,140.933000,-0.583420,0.211957,-0.943471,,,
16913,140.942000,-0.591250,0.212157,-0.943844,,,
16914,140.950000,-0.598621,0.212168,-0.944583,,,
16915,140.958000,-0.605787,0.212083,-0.945829,,,
16916,140.967000,-0.614894,0.212434,-0.945272,,,
16917,140.975000,-0.622838,0.212548,-0.945021,,,
16918,140.983000,-0.629842,0.212433,-0.946059,,,
16919,140.992000,-0.638217,0.212630,-0.946314,,,
16920,141.000000,-0.645750,0.212586,-0.946599,,,
16921,141.008000,-0.652997,0.212610,-0.947043,,,
16922,141.017000,-0.661515,0.213069,-0.947219,,,
16923,141.025000,-0.668971,0.212991,-0.947653,,,
16924,141.033000,-0.676108,0.212832,-0.948071,,,
16925,141.042000,-0.684053,0.212881,-0.947979,,,
16926,141.050000,-0.691430,0.212762,-0.947962,,,
16927,141.058000,-0.698598,0.213072,-0.948415,,,
16928,141.067000,-0.706365,0.213327,-0.948689,,,
16929,141.075000,-0.713625,0.213371,-0.948899,,,
16930,141.083000,-0.720848,0.213244,-0.948958,,,
16931,141.092000,-0.728083,0.213308,-0.949015,,,
16932,141.100000,-0.735163,0.213444,-0.948844,,,
16933,141.108000,-0.742892,0.213535,-0.948893,,,
16934,141.117000,-0.750768,0.213463,-0.949187,,,
16935,141.125000,-0.757598,0.213351,-0.948246,,,
16936,141.133000,-0.764010,0.213603,-0.947561,,,
16937,141.142000,-0.771402,0.213875,-0.947915,,,
16938,141.150000,-0.778885,0.213971,-0.947923,,,
16939,141.158000,-0.785431,0.213704,-0.946855,,,
16940,141.167000,-0.791937,0.213681,-0.945773,,,
16941,141.175000,-0.798676,0.213772,-0.945701,,,
16942,141.183000,-0.806034,0.214276,-0.945351,,,
16943,141.192000,-0.813234,0.214365,-0.943898,,,
16944,141.200000,-0.819661,0.214183,-0.942984,,,
16945,141.208000,-0.826279,0.214079,-0.942217,,,
16946,141.217000,-0.833265,0.214337,-0.940793,,,
16947,141.225000,-0.840466,0.214484,-0.939356,,,
16948,141.233000,-0.847774,0.214537,-0.938335,,,
16949,141.242000,-0.854491,0.214618,-0.937217,,,
16950,141.250000,-0.860897,0.214516,-0.935712,,,
16951,141.258000,-0.867830,0.214531,-0.934040,,,
16952,141.267000,-0.874128,0.214285,-0.932636,,,
16953,141.275000,-0.880548,0.214291,-0.931069,,,
16954,141.283000,-0.887904,0.214501,-0.928427,,,
16955,141.292000,-0.894763,0.214339,-0.926977,,,
16956,141.300000,-0.901110,0.214171,-0.925445,,,
16957,141.308000,-0.907373,0.213936,-0.922727,,,
16958,141.317000,-0.913345,0.213875,-0.920898,,,
16959,141.325000,-0.920781,0.214260,-0.919202,,,
16960,141.333000,-0.928582,0.214610,-0.916948,,,
16961,141.342000,-0.934605,0.214717,-0.914869,,,
16962,141.350000,-0.941154,0.214584,-0.913014,,,
16963,141.358000,-0.948146,0.214434,-0.910554,,,
16964,141.367000,-0.954583,0.214503,-0.908020,,,
16965,141.375000,-0.961898,0.214833,-0.905730,,,
16966,141.383000,-0.968325,0.215007,-0.902854,,,
16967,141.392000,-0.974395,0.214942,-0.899973,,,
16968,141.400000,-0.981644,0.214868,-0.897532,,,
16969,141.408000,-0.988492,0.214773,-0.894909,,,
16970,141.417000,-0.994448,0.214844,-0.892128,,,
16971,141.425000,-1.001073,0.215041,-0.888881,,,
16972,141.433000,-1.007868,0.215185,-0.885861,,,
16973,141.442000,-1.013926,0.215139,-0.883318,,,
16974,141.450000,-1.020262,0.215160,-0.880251,,,
16975,141.458000,-1.026373,0.215112,-0.876709,,,
16976,141.467000,-1.031822,0.215092,-0.873732,,,
16977,141.475000,-1.038161,0.215203,-0.870425,,,
16978,141.483000,-1.044194,0.215219,-0.866761,,,
16979,141.492000,-1.049532,0.215089,-0.863679,,,
16980,141.500000,-1.055717,0.215085,-0.860072,,,
16981,141.508000,-1.061802,0.215093,-0.856281,,,
16982,141.517000,-1.067487,0.214910,-0.852818,,,
16983,141.525000,-1.073644,0.214844,-0.848947,,,
16984,141.533000,-1.079287,0.214817,-0.844946,,,
16985,141.542000,-1.084907,0.214781,-0.841840,,,
16986,141.550000,-1.091569,0.215004,-0.837631,,,
16987,141.558000,-1.097600,0.215117,-0.833756,,,
16988,141.567000,-1.102878,0.214958,-0.830680,,,
16989,141.575000,-1.109006,0.215010,-0.826391,,,
16990,141.583000,-1.115156,0.214985,-0.822753,,,
16991,141.592000,-1.121304,0.215266,-0.819370,,,
16992,141.600000,-1.127442,0.215391,-0.814681,,,
16993,141.608000,-1.132691,0.215164,-0.810776,,,
16994,141.617000,-1.138991,0.215464,-0.806513,,,
16995,141.625000,-1.145976,0.215751,-0.801442,,,
16996,141.633000,-1.151568,0.215571,-0.798270,,,
16997,141.642000,-1.157363,0.215449,-0.794046,,,
16998,141.650000,-1.163744,0.215621,-0.789035,,,
16999,141.658000,-1.169833,0.215707,-0.785118,,,
17000,141.667000,-1.176327,0.215876,-0.781072,,,
17001,141.675000,-1.182588,0.215924,-0.776273,,,
17002,141.683000,-1.188169,0.215715,-0.772358,,,
17003,141.692000,-1.194762,0.215683,-0.768179,,,
17004,141.700000,-1.201365,0.215878,-0.763390,,,
17005,141.708000,-1.207383,0.215984,-0.759116,,,
17006,141.717000,-1.213939,0.216175,-0.754424,,,
17007,141.725000,-1.220827,0.216373,-0.749697,,,
17008,141.733000,-1.227574,0.216492,-0.745844,,,
17009,141.742000,-1.234155,0.216616,-0.741898,,,
17010,141.750000,-1.239872,0.216508,-0.737257,,,
17011,141.758000,-1.245912,0.216335,-0.732491,,,
17012,141.767000,-1.252631,0.216321,-0.728223,,,
17013,141.775000,-1.259033,0.216495,-0.723931,,,
17014,141.783000,-1.265393,0.216614,-0.718993,,,
17015,141.792000,-1.271970,0.216688,-0.714671,,,
17016,141.800000,-1.278078,0.216679,-0.711064,,,
17017,141.808000,-1.284351,0.216696,-0.706641,,,
17018,141.817000,-1.291258,0.216986,-0.701440,,,
17019,141.825000,-1.297279,0.217137,-0.697333,,,
17020,141.833000,-1.302617,0.217057,-0.693706,,,
17021,141.842000,-1.308813,0.216878,-0.688840,,,
17022,141.850000,-1.315057,0.217008,-0.684293,,,
17023,141.858000,-1.320763,0.217165,-0.680864,,,
17024,141.867000,-1.325471,0.217120,-0.676663,,,
17025,141.875000,-1.329941,0.216966,-0.671927,,,
17026,141.883000,-1.334997,0.216918,-0.667995,,,
17027,141.892000,-1.340762,0.217115,-0.664691,,,
17028,141.900000,-1.345499,0.217253,-0.661379,,,
17029,141.908000,-1.348995,0.217286,-0.657526,,,
17030,141.917000,-1.353234,0.217418,-0.653657,,,
17031,141.925000,-1.357833,0.217358,-0.650770,,,
17032,141.933000,-1.361509,0.217368,-0.648069,,,
17033,141.942000,-1.365208,0.217586,-0.644539,,,
17034,141.950000,-1.369299,0.217624,-0.641559,,,
17035,141.958000,-1.372725,0.217594,-0.639062,,,
17036,141.967000,-1.375976,0.217490,-0.636083,,,
17037,141.975000,-1.379365,0.217543,-0.632921,,,
17038,141.983000,-1.382316,0.217637,-0.630781,,,
17039,141.992000,-1.385136,0.217668,-0.628945,,,
17040,142.000000,-1.388002,0.217561,-0.625908,,,
17041,142.008000,-1.390314,0.217579,-0.623917,,,
17042,142.017000,-1.392594,0.217597,-0.622806,,,
17043,142.025000,-1.395197,0.217763,-0.620477,,,
17044,142.033000,-1.397189,0.217768,-0.618531,,,
17045,142.042000,-1.398987,0.217657,-0.617419,,,
17046,142.050000,-1.401088,0.217728,-0.615681,,,
17047,142.058000,-1.402614,0.217708,-0.614040,,,
17048,142.067000,-1.404113,0.217759,-0.612935,,,
17049,142.075000,-1.405782,0.217737,-0.611669,,,
17050,142.083000,-1.406734,0.217620,-0.610467,,,
17051,142.092000,-1.407898,0.217665,-0.609220,,,
17052,142.100000,-1.409158,0.217749,-0.608294,,,
17053,142.108000,-1.409764,0.217747,-0.607642,,,
17054,142.117000,-1.410429,0.217728,-0.606663,,,
17055,142.125000,-1.411150,0.217638,-0.606110,,,
17056,142.133000,-1.411542,0.217627,-0.605731,,,
17057,142.142000,-1.411900,0.217652,-0.605086,,,
17058,142.150000,-1.412135,0.217634,-0.604771,,,
17059,142.158000,-1.412260,0.217659,-0.604680,,,
17060,142.167000,-1.412343,0.217672,-0.604583,,,
17061,142.175000,-1.412170,0.217645,-0.604637,,,
17062,142.183000,-1.412046,0.217645,-0.604830,,,
17063,142.192000,-1.411984,0.217617,-0.605091,,,
17064,142.200000,-1.411793,0.217590,-0.605173,,,
17065,142.208000,-1.411696,0.217624,-0.605169,,,
17066,142.217000,-1.411715,0.217629,-0.605163,,,
17067,142.225000,-1.411582,0.217603,-0.605209,,,
17068,142.233000,-1.411491,0.217597,-0.605193,,,
17069,142.242000,-1.411564,0.217594,-0.605263,,,
17070,142.250000,-1.411629,0.217627,-0.605287,,,
17071,142.258000,-1.411595,0.217604,-0.605170,,,
17072,142.267000,-1.411570,0.217601,-0.605194,,,
17073,142.275000,-1.411631,0.217611,-0.605255,,,
17074,142.283000,-1.411611,0.217600,-0.605198,,,
17075,142.292000,-1.411534,0.217601,-0.605191,,,
17076,142.300000,-1.411582,0.217586,-0.605201,,,
17077,142.308000,-1.411626,0.217613,-0.605198,,,
17078,142.317000,-1.411615,0.217615,-0.605229,,,
17079,142.325000,-1.411652,0.217625,-0.605180,,,
17080,142.333000,-1.411625,0.217629,-0.605210,,,
17081,142.342000,-1.411609,0.217626,-0.605225,,,
17082,142.350000,-1.411613,0.217611,-0.605215,,,
17083,142.358000,-1.411618,0.217599,-0.605276,,,
17084,142.367000,-1.411607,0.217612,-0.605217,,,
17085,142.375000,-1.411593,0.217618,-0.605249,,,
17086,142.383000,-1.411604,0.217621,-0.605259,,,
17087,142.392000,-1.411573,0.217612,-0.605221,,,
17088,142.400000,-1.411581,0.217613,-0.605225,,,
17089,142.408000,-1.411600,0.217623,-0.605185,,,
17090,142.417000,-1.411572,0.217626,-0.605247,,,
17091,142.425000,-1.411627,0.217616,-0.605227,,,
17092,142.433000,-1.411618,0.217618,-0.605181,,,
17093,142.442000,-1.411604,0.217613,-0.605240,,,
17094,142.450000,-1.411646,0.217620,-0.605190,,,
17095,142.458000,-1.411609,0.217619,-0.605233,,,
17096,142.467000,-1.411620,0.217634,-0.605239,,,
17097,142.475000,-1.411674,0.217682,-0.605165,,,
17098,142.483000,-1.411628,0.217718,-0.605183,,,
17099,142.492000,-1.411114,0.217699,-0.605326,,,
17100,142.500000,-1.410474,0.217655,-0.605308,,,
17101,142.508000,-1.410018,0.217698,-0.605413,,,
17102,142.517000,-1.409387,0.217731,-0.605747,,,
17103,142.525000,-1.408257,0.217614,-0.605710,,,
17104,142.533000,-1.407022,0.217538,-0.605771,,,
17105,142.542000,-1.405948,0.217585,-0.606114,,,
17106,142.550000,-1.404634,0.217639,-0.606599,,,
17107,142.558000,-1.403100,0.217551,-0.606868,,,
17108,142.567000,-1.401532,0.217452,-0.607149,,,
17109,142.575000,-1.400039,0.217491,-0.607748,,,
17110,142.583000,-1.398346,0.217553,-0.608561,,,
17111,142.592000,-1.396528,0.217427,-0.609184,,,
17112,142.600000,-1.394365,0.217313,-0.609993,,,
17113,142.608000,-1.392702,0.217444,-0.610797,,,
17114,142.617000,-1.390745,0.217537,-0.611751,,,
17115,142.625000,-1.388121,0.217417,-0.612554,,,
17116,142.633000,-1.385832,0.217395,-0.613454,,,
17117,142.642000,-1.383834,0.217541,-0.614708,,,
17118,142.650000,-1.381277,0.217586,-0.615986,,,
17119,142.658000,-1.378471,0.217581,-0.617113,,,
17120,142.667000,-1.375916,0.217505,-0.618154,,,
17121,142.675000,-1.372800,0.217411,-0.619703,,,
17122,142.683000,-1.369498,0.217354,-0.621513,,,
17123,142.692000,-1.366637,0.217469,-0.622538,,,
17124,142.700000,-1.363088,0.217512,-0.623638,,,
17125,142.708000,-1.359716,0.217457,-0.625499,,,
17126,142.717000,-1.356554,0.217233,-0.627047,,,
17127,142.725000,-1.352427,0.217229,-0.628409,,,
17128,142.733000,-1.348686,0.217220,-0.629696,,,
17129,142.742000,-1.345569,0.217316,-0.631123,,,
17130,142.750000,-1.341147,0.217190,-0.632921,,,
17131,142.758000,-1.337086,0.217325,-0.634282,,,
17132,142.767000,-1.333263,0.217135,-0.635289,,,
17133,142.775000,-1.328415,0.216965,-0.637126,,,
17134,142.783000,-1.324122,0.217144,-0.638755,,,
17135,142.792000,-1.320138,0.217260,-0.639916,,,
17136,142.800000,-1.314815,0.216962,-0.641390,,,
17137,142.808000,-1.309577,0.216754,-0.642459,,,
17138,142.817000,-1.305567,0.216896,-0.643786,,,
17139,142.825000,-1.300988,0.216764,-0.645748,,,
17140,142.833000,-1.295720,0.216678,-0.647188,,,
17141,142.842000,-1.290951,0.216630,-0.647966,,,
17142,142.850000,-1.286028,0.216602,-0.649436,,,
17143,142.858000,-1.281137,0.216652,-0.650559,,,
17144,142.867000,-1.275760,0.216533,-0.651786,,,
17145,142.875000,-1.270499,0.216363,-0.653093,,,
17146,142.883000,-1.265812,0.216440,-0.654217,,,
17147,142.892000,-1.260617,0.216431,-0.655506,,,
17148,142.900000,-1.255281,0.216456,-0.656375,,,
17149,142.908000,-1.250335,0.216497,-0.657107,,,
17150,142.917000,-1.245164,0.216515,-0.658506,,,
17151,142.925000,-1.239691,0.216570,-0.659430,,,
17152,142.933000,-1.234348,0.216454,-0.659768,,,
17153,142.942000,-1.228858,0.216226,-0.660529,,,
17154,142.950000,-1.223590,0.216116,-0.661667,,,
17155,142.958000,-1.218049,0.216145,-0.662240,,,
17156,142.967000,-1.212583,0.216183,-0.662425,,,
17157,142.975000,-1.207385,0.216096,-0.663242,,,
17158,142.983000,-1.201969,0.216001,-0.663946,,,
17159,142.992000,-1.195560,0.215762,-0.664391,,,
17160,143.000000,-1.189549,0.215323,-0.664871,,,
17161,143.008000,-1.184188,0.215174,-0.664933,,,
17162,143.017000,-1.178351,0.215265,-0.664567,,,
17163,143.025000,-1.172220,0.215298,-0.664910,,,
17164,143.033000,-1.166783,0.215454,-0.665512,,,
17165,143.042000,-1.160979,0.215303,-0.664932,,,
17166,143.050000,-1.154173,0.214879,-0.664559,,,
17167,143.058000,-1.148089,0.214837,-0.664901,,,
17168,143.067000,-1.142398,0.214889,-0.664637,,,
17169,143.075000,-1.136010,0.214962,-0.664286,,,
17170,143.083000,-1.129953,0.214716,-0.664025,,,
17171,143.092000,-1.123953,0.214386,-0.663430,,,
17172,143.100000,-1.117669,0.214280,-0.662908,,,
17173,143.108000,-1.111392,0.214291,-0.662301,,,
17174,143.117000,-1.105185,0.214253,-0.661280,,,
17175,143.125000,-1.099216,0.214300,-0.660781,,,
17176,143.133000,-1.093288,0.214156,-0.660805,,,
17177,143.142000,-1.087117,0.214056,-0.659932,,,
17178,143.150000,-1.081019,0.214171,-0.658388,,,
17179,143.158000,-1.075470,0.214237,-0.657617,,,
17180,143.167000,-1.069892,0.214427,-0.656921,,,
17181,143.175000,-1.063642,0.214463,-0.656300,,,
17182,143.183000,-1.057225,0.213972,-0.654680,,,
17183,143.192000,-1.051365,0.213832,-0.652407,,,
17184,143.200000,-1.046133,0.214039,-0.651221,,,
17185,143.208000,-1.040779,0.214097,-0.650742,,,
17186,143.217000,-1.035364,0.213695,-0.648936,,,
17187,143.225000,-1.029051,0.213292,-0.646169,,,
17188,143.233000,-1.021661,0.212978,-0.644533,,,
17189,143.242000,-1.016841,0.213606,-0.643707,,,
17190,143.250000,-1.012052,0.213906,-0.642321,,,
17191,143.258000,-1.004372,0.213500,-0.640254,,,
17192,143.267000,-0.998317,0.213069,-0.638012,,,
17193,143.275000,-0.993125,0.213005,-0.635896,,,
17194,143.283000,-0.986703,0.212989,-0.634133,,,
17195,143.292000,-0.981066,0.213255,-0.632169,,,
17196,143.300000,-0.975280,0.213161,-0.629494,,,
17197,143.308000,-0.968842,0.212992,-0.627199,,,
17198,143.317000,-0.963265,0.212864,-0.625312,,,
17199,143.325000,-0.957329,0.212699,-0.622963,,,
17200,143.333000,-0.951237,0.212728,-0.619813,,,
17201,143.342000,-0.945804,0.212487,-0.616886,,,
17202,143.350000,-0.940212,0.212370,-0.614386,,,
17203,143.358000,-0.934541,0.212319,-0.611675,,,
17204,143.367000,-0.929001,0.212509,-0.608908,,,
17205,143.375000,-0.924078,0.212586,-0.605566,,,
17206,143.383000,-0.918398,0.212337,-0.602524,,,
17207,143.392000,-0.912692,0.212174,-0.599759,,,
17208,143.400000,-0.907191,0.212143,-0.596522,,,
17209,143.408000,-0.901384,0.212163,-0.593168,,,
17210,143.417000,-0.896443,0.212369,-0.590048,,,
17211,143.425000,-0.891547,0.212411,-0.586760,,,
17212,143.433000,-0.885814,0.212237,-0.583383,,,
17213,143.442000,-0.880401,0.211923,-0.579995,,,
17214,143.450000,-0.875300,0.211638,-0.575898,,,
17215,143.458000,-0.870194,0.211608,-0.571840,,,
17216,143.467000,-0.865381,0.211531,-0.568734,,,
17217,143.475000,-0.860041,0.211509,-0.565139,,,
17218,143.483000,-0.854659,0.211242,-0.561111,,,
17219,143.492000,-0.850002,0.211071,-0.557197,,,
17220,143.500000,-0.845589,0.211136,-0.553433,,,
17221,143.508000,-0.841168,0.211163,-0.548872,,,
17222,143.517000,-0.836080,0.211357,-0.544213,,,
17223,143.525000,-0.831416,0.211363,-0.540660,,,
17224,143.533000,-0.826992,0.211310,-0.536741,,,
17225,143.542000,-0.821985,0.211129,-0.531458,,,
17226,143.550000,-0.817534,0.211099,-0.527607,,,
17227,143.558000,-0.813479,0.211017,-0.523225,,,
17228,143.567000,-0.808466,0.210998,-0.518249,,,
17229,143.575000,-0.804211,0.210846,-0.513573,,,
17230,143.583000,-0.800140,0.210826,-0.509609,,,
17231,143.592000,-0.795405,0.210846,-0.504908,,,
17232,143.600000,-0.791304,0.210912,-0.500335,,,
17233,143.608000,-0.787173,0.210874,-0.495672,,,
17234,143.617000,-0.782970,0.210858,-0.491171,,,
17235,143.625000,-0.779049,0.210557,-0.486471,,,
17236,143.633000,-0.774979,0.210645,-0.481405,,,
17237,143.642000,-0.770725,0.210775,-0.476693,,,
17238,143.650000,-0.766964,0.211141,-0.472157,,,
17239,143.658000,-0.762753,0.210882,-0.467402,,,
17240,143.667000,-0.758379,0.210564,-0.461756,,,
17241,143.675000,-0.754918,0.210237,-0.455521,,,
17242,143.683000,-0.751919,0.210375,-0.450184,,,
17243,143.692000,-0.748010,0.210523,-0.445754,,,
17244,143.700000,-0.743923,0.210615,-0.440411,,,
17245,143.708000,-0.740442,0.210447,-0.434378,,,
17246,143.717000,-0.737107,0.210302,-0.428706,,,
17247,143.725000,-0.733697,0.210473,-0.423864,,,
17248,143.733000,-0.730169,0.210636,-0.418465,,,
17249,143.742000,-0.727099,0.210648,-0.412407,,,
17250,143.750000,-0.724279,0.210376,-0.407036,,,
17251,143.758000,-0.720631,0.210206,-0.401534,,,
17252,143.767000,-0.717339,0.210265,-0.396026,,,
17253,143.775000,-0.714880,0.210142,-0.390384,,,
17254,143.783000,-0.712149,0.209949,-0.383781,,,
17255,143.792000,-0.708871,0.209733,-0.377567,,,
17256,143.800000,-0.705963,0.209625,-0.372122,,,
17257,143.808000,-0.703669,0.210029,-0.366497,,,
17258,143.817000,-0.700673,0.210466,-0.361235,,,
17259,143.825000,-0.697812,0.210486,-0.356000,,,
17260,143.833000,-0.695711,0.210042,-0.349288,,,
17261,143.842000,-0.693049,0.209850,-0.342445,,,
17262,143.850000,-0.690433,0.209590,-0.337245,,,
17263,143.858000,-0.688344,0.210039,-0.331947,,,
17264,143.867000,-0.685876,0.210161,-0.324960,,,
17265,143.875000,-0.682802,0.209875,-0.318844,,,
