Format Version,1.23,Take Name,Take 2025-12-17 06.57.16 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.57.16.807 PM,Capture Start Frame,10915629,Total Frames in Take,40845,Total Exported Frames,40845,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036
,ID,"1E7CDF4D9ECDA9D11F0","1E7CDF4D9ECDA9D11F0","1E7CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
440,3.667000,2.055012,0.194670,-0.985577,,,
441,3.675000,2.055015,0.194686,-0.985539,,,
442,3.683000,2.054990,0.194664,-0.985585,,,
443,3.692000,2.054987,0.194681,-0.985566,,,
444,3.700000,2.054971,0.194669,-0.985582,,,
445,3.708000,2.054965,0.194676,-0.985585,,,
446,3.717000,2.054965,0.194672,-0.985567,,,
447,3.725000,2.054981,0.194658,-0.985618,,,
448,3.733000,2.054980,0.194665,-0.985594,,,
449,3.742000,2.055004,0.194672,-0.985650,,,
450,3.750000,2.055013,0.194682,-0.985614,,,
451,3.758000,2.055034,0.194696,-0.985598,,,
452,3.767000,2.055013,0.194669,-0.985597,,,
453,3.775000,2.054991,0.194678,-0.985567,,,
454,3.783000,2.054999,0.194693,-0.985560,,,
455,3.792000,2.055002,0.194700,-0.985598,,,
456,3.800000,2.054985,0.194699,-0.985559,,,
457,3.808000,2.054999,0.194699,-0.985597,,,
458,3.817000,2.054954,0.194675,-0.985582,,,
459,3.825000,2.054969,0.194689,-0.985580,,,
460,3.833000,2.054986,0.194680,-0.985600,,,
461,3.842000,2.054954,0.194691,-0.985568,,,
462,3.850000,2.054983,0.194696,-0.985617,,,
463,3.858000,2.054975,0.194691,-0.985600,,,
464,3.867000,2.055001,0.194686,-0.985588,,,
465,3.875000,2.055012,0.194663,-0.985632,,,
466,3.883000,2.055006,0.194674,-0.985574,,,
467,3.892000,2.054995,0.194661,-0.985595,,,
468,3.900000,2.054970,0.194669,-0.985599,,,
469,3.908000,2.054990,0.194652,-0.985583,,,
470,3.917000,2.054971,0.194646,-0.985584,,,
471,3.925000,2.054979,0.194666,-0.985564,,,
472,3.933000,2.054990,0.194686,-0.985583,,,
473,3.942000,2.054973,0.194673,-0.985578,,,
474,3.950000,2.054976,0.194677,-0.985554,,,
475,3.958000,2.054963,0.194680,-0.985599,,,
476,3.967000,2.054962,0.194685,-0.985575,,,
477,3.975000,2.054964,0.194655,-0.985607,,,
478,3.983000,2.054970,0.194663,-0.985575,,,
479,3.992000,2.055004,0.194664,-0.985594,,,
480,4.000000,2.055002,0.194673,-0.985623,,,
481,4.008000,2.055011,0.194670,-0.985577,,,
482,4.017000,2.055011,0.194667,-0.985587,,,
483,4.025000,2.054976,0.194642,-0.985592,,,
484,4.033000,2.054995,0.194670,-0.985557,,,
485,4.042000,2.054989,0.194658,-0.985572,,,
486,4.050000,2.054970,0.194660,-0.985556,,,
487,4.058000,2.054996,0.194663,-0.985570,,,
488,4.067000,2.054968,0.194653,-0.985578,,,
489,4.075000,2.054976,0.194661,-0.985587,,,
490,4.083000,2.054991,0.194674,-0.985596,,,
491,4.092000,2.054986,0.194687,-0.985594,,,
492,4.100000,2.054988,0.194674,-0.985603,,,
493,4.108000,2.054982,0.194657,-0.985609,,,
494,4.117000,2.055000,0.194656,-0.985584,,,
495,4.125000,2.055025,0.194677,-0.985637,,,
496,4.133000,2.055012,0.194669,-0.985582,,,
497,4.142000,2.055006,0.194658,-0.985601,,,
498,4.150000,2.055005,0.194674,-0.985591,,,
499,4.158000,2.054994,0.194657,-0.985562,,,
500,4.167000,2.054997,0.194659,-0.985594,,,
501,4.175000,2.054967,0.194669,-0.985551,,,
502,4.183000,2.054980,0.194645,-0.985589,,,
503,4.192000,2.054955,0.194662,-0.985565,,,
504,4.200000,2.054971,0.194666,-0.985560,,,
505,4.208000,2.054980,0.194680,-0.985592,,,
506,4.217000,2.054950,0.194659,-0.985571,,,
507,4.225000,2.054968,0.194675,-0.985613,,,
508,4.233000,2.054975,0.194678,-0.985600,,,
509,4.242000,2.054990,0.194653,-0.985574,,,
510,4.250000,2.055009,0.194657,-0.985600,,,
511,4.258000,2.055009,0.194662,-0.985572,,,
512,4.267000,2.055012,0.194646,-0.985603,,,
513,4.275000,2.055003,0.194684,-0.985591,,,
514,4.283000,2.054988,0.194666,-0.985572,,,
515,4.292000,2.055000,0.194665,-0.985601,,,
516,4.300000,2.054985,0.194661,-0.985560,,,
517,4.308000,2.054987,0.194679,-0.985555,,,
518,4.317000,2.054990,0.194672,-0.985593,,,
519,4.325000,2.054963,0.194657,-0.985573,,,
520,4.333000,2.054973,0.194673,-0.985606,,,
521,4.342000,2.054957,0.194662,-0.985578,,,
522,4.350000,2.054974,0.194687,-0.985594,,,
523,4.358000,2.054986,0.194673,-0.985612,,,
524,4.367000,2.054999,0.194677,-0.985583,,,
525,4.375000,2.055013,0.194649,-0.985641,,,
526,4.383000,2.055004,0.194674,-0.985561,,,
527,4.392000,2.055023,0.194680,-0.985590,,,
528,4.400000,2.054977,0.194650,-0.985591,,,
529,4.408000,2.054980,0.194669,-0.985564,,,
530,4.417000,2.054987,0.194675,-0.985575,,,
531,4.425000,2.054985,0.194657,-0.985551,,,
532,4.433000,2.054988,0.194649,-0.985573,,,
533,4.442000,2.054967,0.194679,-0.985597,,,
534,4.450000,2.054972,0.194678,-0.985564,,,
535,4.458000,2.054961,0.194666,-0.985581,,,
536,4.467000,2.054952,0.194670,-0.985553,,,
537,4.475000,2.054964,0.194686,-0.985601,,,
538,4.483000,2.054950,0.194665,-0.985599,,,
539,4.492000,2.054981,0.194658,-0.985559,,,
540,4.500000,2.054996,0.194683,-0.985623,,,
541,4.508000,2.054998,0.194657,-0.985564,,,
542,4.517000,2.054996,0.194642,-0.985575,,,
543,4.525000,2.054979,0.194649,-0.985563,,,
544,4.533000,2.054972,0.194656,-0.985536,,,
545,4.542000,2.054984,0.194650,-0.985580,,,
546,4.550000,2.054966,0.194660,-0.985567,,,
547,4.558000,2.054971,0.194635,-0.985554,,,
548,4.567000,2.054968,0.194659,-0.985597,,,
549,4.575000,2.054960,0.194650,-0.985579,,,
550,4.583000,2.054961,0.194677,-0.985565,,,
551,4.592000,2.054962,0.194659,-0.985573,,,
552,4.600000,2.054961,0.194652,-0.985591,,,
553,4.608000,2.054969,0.194667,-0.985591,,,
554,4.617000,2.054996,0.194668,-0.985560,,,
555,4.625000,2.055000,0.194663,-0.985634,,,
556,4.633000,2.055003,0.194656,-0.985563,,,
557,4.642000,2.055031,0.194683,-0.985568,,,
558,4.650000,2.055001,0.194654,-0.985608,,,
559,4.658000,2.054991,0.194667,-0.985549,,,
560,4.667000,2.055015,0.194670,-0.985571,,,
561,4.675000,2.054969,0.194664,-0.985544,,,
562,4.683000,2.055000,0.194690,-0.985538,,,
563,4.692000,2.054986,0.194680,-0.985569,,,
564,4.700000,2.054944,0.194666,-0.985567,,,
565,4.708000,2.054959,0.194669,-0.985596,,,
566,4.717000,2.054945,0.194680,-0.985567,,,
567,4.725000,2.054955,0.194686,-0.985563,,,
568,4.733000,2.054978,0.194698,-0.985603,,,
569,4.742000,2.055002,0.194684,-0.985576,,,
570,4.750000,2.055008,0.194688,-0.985606,,,
571,4.758000,2.055014,0.194680,-0.985607,,,
572,4.767000,2.055024,0.194684,-0.985576,,,
573,4.775000,2.055008,0.194671,-0.985604,,,
574,4.783000,2.054989,0.194670,-0.985563,,,
575,4.792000,2.055016,0.194671,-0.985565,,,
576,4.800000,2.054978,0.194650,-0.985564,,,
577,4.808000,2.054981,0.194650,-0.985553,,,
578,4.817000,2.054986,0.194673,-0.985584,,,
579,4.825000,2.054981,0.194678,-0.985574,,,
580,4.833000,2.054969,0.194676,-0.985584,,,
581,4.842000,2.054966,0.194668,-0.985602,,,
582,4.850000,2.054977,0.194680,-0.985560,,,
583,4.858000,2.054978,0.194652,-0.985623,,,
584,4.867000,2.054988,0.194680,-0.985575,,,
585,4.875000,2.054992,0.194665,-0.985617,,,
586,4.883000,2.054999,0.194651,-0.985590,,,
587,4.892000,2.055024,0.194654,-0.985580,,,
588,4.900000,2.054997,0.194644,-0.985601,,,
589,4.908000,2.054981,0.194661,-0.985565,,,
590,4.917000,2.055000,0.194655,-0.985589,,,
591,4.925000,2.054984,0.194677,-0.985602,,,
592,4.933000,2.054996,0.194658,-0.985559,,,
593,4.942000,2.054974,0.194636,-0.985595,,,
594,4.950000,2.054953,0.194673,-0.985579,,,
595,4.958000,2.054983,0.194653,-0.985595,,,
596,4.967000,2.054955,0.194670,-0.985606,,,
597,4.975000,2.054955,0.194682,-0.985588,,,
598,4.983000,2.054980,0.194658,-0.985654,,,
599,4.992000,2.054974,0.194668,-0.985591,,,
600,5.000000,2.055000,0.194650,-0.985617,,,
601,5.008000,2.054997,0.194660,-0.985626,,,
602,5.017000,2.054994,0.194665,-0.985575,,,
603,5.025000,2.055021,0.194670,-0.985620,,,
604,5.033000,2.054983,0.194669,-0.985597,,,
605,5.042000,2.055007,0.194706,-0.985586,,,
606,5.050000,2.054988,0.194673,-0.985595,,,
607,5.058000,2.054976,0.194676,-0.985562,,,
608,5.067000,2.054982,0.194651,-0.985585,,,
609,5.075000,2.054972,0.194658,-0.985560,,,
610,5.083000,2.054981,0.194668,-0.985592,,,
611,5.092000,2.054961,0.194675,-0.985602,,,
612,5.100000,2.054970,0.194668,-0.985567,,,
613,5.108000,2.054992,0.194665,-0.985624,,,
614,5.117000,2.054997,0.194657,-0.985574,,,
615,5.125000,2.055000,0.194643,-0.985581,,,
616,5.133000,2.055004,0.194644,-0.985584,,,
617,5.142000,2.055011,0.194631,-0.985553,,,
618,5.150000,2.055003,0.194664,-0.985608,,,
619,5.158000,2.054996,0.194648,-0.985550,,,
620,5.167000,2.055039,0.194670,-0.985551,,,
621,5.175000,2.054997,0.194638,-0.985574,,,
622,5.183000,2.054998,0.194669,-0.985561,,,
623,5.192000,2.055021,0.194656,-0.985563,,,
624,5.200000,2.054972,0.194648,-0.985559,,,
625,5.208000,2.054970,0.194632,-0.985549,,,
626,5.217000,2.054984,0.194643,-0.985581,,,
627,5.225000,2.054964,0.194645,-0.985539,,,
628,5.233000,2.054992,0.194645,-0.985622,,,
629,5.242000,2.054985,0.194633,-0.985586,,,
630,5.250000,2.055019,0.194640,-0.985585,,,
631,5.258000,2.055016,0.194649,-0.985629,,,
632,5.267000,2.055011,0.194660,-0.985570,,,
633,5.275000,2.055017,0.194630,-0.985578,,,
634,5.283000,2.054982,0.194653,-0.985572,,,
635,5.292000,2.055015,0.194643,-0.985537,,,
636,5.300000,2.055003,0.194648,-0.985586,,,
637,5.308000,2.054974,0.194659,-0.985553,,,
638,5.317000,2.054983,0.194654,-0.985604,,,
639,5.325000,2.054974,0.194647,-0.985576,,,
640,5.333000,2.054981,0.194669,-0.985567,,,
641,5.342000,2.054969,0.194650,-0.985591,,,
642,5.350000,2.054965,0.194682,-0.985565,,,
643,5.358000,2.054975,0.194640,-0.985602,,,
644,5.367000,2.054967,0.194642,-0.985583,,,
645,5.375000,2.055017,0.194652,-0.985596,,,
646,5.383000,2.055027,0.194665,-0.985623,,,
647,5.392000,2.055007,0.194643,-0.985591,,,
648,5.400000,2.054999,0.194638,-0.985601,,,
649,5.408000,2.054977,0.194670,-0.985597,,,
650,5.417000,2.054989,0.194639,-0.985553,,,
651,5.425000,2.054990,0.194634,-0.985621,,,
652,5.433000,2.054969,0.194657,-0.985558,,,
653,5.442000,2.054997,0.194673,-0.985591,,,
654,5.450000,2.054988,0.194678,-0.985588,,,
655,5.458000,2.054979,0.194684,-0.985584,,,
656,5.467000,2.054976,0.194686,-0.985613,,,
657,5.475000,2.054981,0.194698,-0.985580,,,
658,5.483000,2.054983,0.194670,-0.985626,,,
659,5.492000,2.054981,0.194675,-0.985590,,,
660,5.500000,2.055021,0.194671,-0.985576,,,
661,5.508000,2.055019,0.194660,-0.985621,,,
662,5.517000,2.055017,0.194673,-0.985569,,,
663,5.525000,2.055039,0.194672,-0.985595,,,
664,5.533000,2.054990,0.194667,-0.985582,,,
665,5.542000,2.055017,0.194663,-0.985530,,,
666,5.550000,2.055035,0.194678,-0.985572,,,
667,5.558000,2.054991,0.194698,-0.985562,,,
668,5.567000,2.054994,0.194662,-0.985577,,,
669,5.575000,2.054984,0.194677,-0.985567,,,
670,5.583000,2.054970,0.194672,-0.985564,,,
671,5.592000,2.054981,0.194663,-0.985611,,,
672,5.600000,2.054974,0.194675,-0.985570,,,
673,5.608000,2.054990,0.194668,-0.985590,,,
674,5.617000,2.054991,0.194670,-0.985569,,,
675,5.625000,2.054998,0.194661,-0.985557,,,
676,5.633000,2.055033,0.194668,-0.985626,,,
677,5.642000,2.055036,0.194639,-0.985573,,,
678,5.650000,2.055020,0.194665,-0.985585,,,
679,5.658000,2.055005,0.194663,-0.985602,,,
680,5.667000,2.055002,0.194654,-0.985547,,,
681,5.675000,2.055004,0.194671,-0.985599,,,
682,5.683000,2.054986,0.194678,-0.985555,,,
683,5.692000,2.054999,0.194670,-0.985561,,,
684,5.700000,2.054979,0.194665,-0.985570,,,
685,5.708000,2.054981,0.194670,-0.985553,,,
686,5.717000,2.054995,0.194681,-0.985589,,,
687,5.725000,2.054967,0.194655,-0.985549,,,
688,5.733000,2.054990,0.194670,-0.985599,,,
689,5.742000,2.054993,0.194671,-0.985599,,,
690,5.750000,2.054993,0.194677,-0.985549,,,
691,5.758000,2.055021,0.194663,-0.985615,,,
692,5.767000,2.055001,0.194674,-0.985551,,,
693,5.775000,2.055011,0.194649,-0.985566,,,
694,5.783000,2.055005,0.194653,-0.985586,,,
695,5.792000,2.054991,0.194660,-0.985555,,,
696,5.800000,2.055008,0.194657,-0.985584,,,
697,5.808000,2.054981,0.194668,-0.985542,,,
698,5.817000,2.054981,0.194678,-0.985583,,,
699,5.825000,2.054960,0.194651,-0.985578,,,
700,5.833000,2.054968,0.194682,-0.985553,,,
701,5.842000,2.054971,0.194687,-0.985592,,,
702,5.850000,2.054961,0.194689,-0.985584,,,
703,5.858000,2.054985,0.194682,-0.985585,,,
704,5.867000,2.054966,0.194671,-0.985609,,,
705,5.875000,2.054982,0.194668,-0.985583,,,
706,5.883000,2.055023,0.194685,-0.985628,,,
707,5.892000,2.055009,0.194674,-0.985582,,,
708,5.900000,2.054993,0.194651,-0.985578,,,
709,5.908000,2.054980,0.194652,-0.985602,,,
710,5.917000,2.054995,0.194661,-0.985548,,,
711,5.925000,2.055006,0.194680,-0.985590,,,
712,5.933000,2.054967,0.194674,-0.985577,,,
713,5.942000,2.054988,0.194663,-0.985536,,,
714,5.950000,2.054992,0.194665,-0.985593,,,
715,5.958000,2.054972,0.194668,-0.985570,,,
716,5.967000,2.054959,0.194690,-0.985598,,,
717,5.975000,2.054960,0.194683,-0.985592,,,
718,5.983000,2.054985,0.194686,-0.985582,,,
719,5.992000,2.054981,0.194694,-0.985634,,,
720,6.000000,2.055001,0.194713,-0.985569,,,
721,6.008000,2.055025,0.194687,-0.985626,,,
722,6.017000,2.055027,0.194670,-0.985610,,,
723,6.025000,2.055042,0.194669,-0.985562,,,
724,6.033000,2.055028,0.194684,-0.985610,,,
725,6.042000,2.054994,0.194673,-0.985540,,,
726,6.050000,2.055011,0.194670,-0.985564,,,
727,6.058000,2.054995,0.194672,-0.985548,,,
728,6.067000,2.055011,0.194677,-0.985545,,,
729,6.075000,2.055005,0.194693,-0.985587,,,
730,6.083000,2.054971,0.194701,-0.985577,,,
731,6.092000,2.054973,0.194668,-0.985576,,,
732,6.100000,2.054963,0.194691,-0.985580,,,
733,6.108000,2.054981,0.194695,-0.985587,,,
734,6.117000,2.054981,0.194690,-0.985628,,,
735,6.125000,2.054994,0.194686,-0.985570,,,
736,6.133000,2.055012,0.194655,-0.985612,,,
737,6.142000,2.055005,0.194709,-0.985576,,,
738,6.150000,2.055017,0.194690,-0.985600,,,
739,6.158000,2.054989,0.194668,-0.985591,,,
740,6.167000,2.054981,0.194673,-0.985550,,,
741,6.175000,2.055000,0.194685,-0.985577,,,
742,6.183000,2.054983,0.194675,-0.985591,,,
743,6.192000,2.054978,0.194676,-0.985552,,,
744,6.200000,2.055006,0.194692,-0.985584,,,
745,6.208000,2.054957,0.194673,-0.985575,,,
746,6.217000,2.054981,0.194671,-0.985574,,,
747,6.225000,2.054965,0.194668,-0.985592,,,
748,6.233000,2.054957,0.194676,-0.985577,,,
749,6.242000,2.054991,0.194663,-0.985618,,,
750,6.250000,2.054989,0.194654,-0.985556,,,
751,6.258000,2.055010,0.194663,-0.985607,,,
752,6.267000,2.055006,0.194646,-0.985601,,,
753,6.275000,2.055018,0.194655,-0.985566,,,
754,6.283000,2.055006,0.194660,-0.985605,,,
755,6.292000,2.054993,0.194653,-0.985551,,,
756,6.300000,2.054991,0.194658,-0.985569,,,
757,6.308000,2.054974,0.194672,-0.985575,,,
758,6.317000,2.054986,0.194673,-0.985563,,,
759,6.325000,2.054979,0.194671,-0.985603,,,
760,6.333000,2.054980,0.194684,-0.985553,,,
761,6.342000,2.054979,0.194676,-0.985600,,,
762,6.350000,2.054969,0.194673,-0.985587,,,
763,6.358000,2.054973,0.194686,-0.985574,,,
764,6.367000,2.054983,0.194678,-0.985607,,,
765,6.375000,2.054994,0.194662,-0.985569,,,
766,6.383000,2.055008,0.194667,-0.985601,,,
767,6.392000,2.055001,0.194658,-0.985601,,,
768,6.400000,2.055007,0.194668,-0.985587,,,
769,6.408000,2.055010,0.194672,-0.985595,,,
770,6.417000,2.054984,0.194664,-0.985589,,,
771,6.425000,2.055012,0.194677,-0.985574,,,
772,6.433000,2.054986,0.194656,-0.985585,,,
773,6.442000,2.054981,0.194637,-0.985548,,,
774,6.450000,2.055001,0.194652,-0.985562,,,
775,6.458000,2.054963,0.194671,-0.985587,,,
776,6.467000,2.054965,0.194680,-0.985563,,,
777,6.475000,2.054979,0.194679,-0.985582,,,
778,6.483000,2.054968,0.194671,-0.985580,,,
779,6.492000,2.054963,0.194652,-0.985610,,,
780,6.500000,2.054986,0.194645,-0.985558,,,
781,6.508000,2.054987,0.194654,-0.985599,,,
782,6.517000,2.054997,0.194658,-0.985609,,,
783,6.525000,2.055012,0.194653,-0.985568,,,
784,6.533000,2.055007,0.194659,-0.985588,,,
785,6.542000,2.054996,0.194665,-0.985596,,,
786,6.550000,2.055005,0.194651,-0.985568,,,
787,6.558000,2.055005,0.194673,-0.985573,,,
788,6.567000,2.054984,0.194645,-0.985546,,,
789,6.575000,2.054981,0.194649,-0.985575,,,
790,6.583000,2.054979,0.194656,-0.985554,,,
791,6.592000,2.054962,0.194657,-0.985576,,,
792,6.600000,2.054978,0.194672,-0.985606,,,
793,6.608000,2.054977,0.194658,-0.985569,,,
794,6.617000,2.054985,0.194662,-0.985619,,,
795,6.625000,2.054993,0.194662,-0.985606,,,
796,6.633000,2.055020,0.194675,-0.985600,,,
797,6.642000,2.055008,0.194624,-0.985639,,,
798,6.650000,2.055017,0.194648,-0.985563,,,
799,6.658000,2.055014,0.194634,-0.985588,,,
800,6.667000,2.054994,0.194631,-0.985584,,,
801,6.675000,2.054998,0.194638,-0.985562,,,
802,6.683000,2.054991,0.194635,-0.985584,,,
803,6.692000,2.054979,0.194644,-0.985541,,,
804,6.700000,2.054991,0.194647,-0.985597,,,
805,6.708000,2.054974,0.194654,-0.985570,,,
806,6.717000,2.054971,0.194669,-0.985584,,,
807,6.725000,2.054980,0.194668,-0.985604,,,
808,6.733000,2.054968,0.194658,-0.985562,,,
809,6.742000,2.054972,0.194666,-0.985623,,,
810,6.750000,2.054972,0.194636,-0.985596,,,
811,6.758000,2.055007,0.194656,-0.985582,,,
812,6.767000,2.055015,0.194640,-0.985620,,,
813,6.775000,2.055005,0.194650,-0.985573,,,
814,6.783000,2.055000,0.194634,-0.985592,,,
815,6.792000,2.054979,0.194657,-0.985589,,,
816,6.800000,2.054990,0.194644,-0.985554,,,
817,6.808000,2.054983,0.194646,-0.985599,,,
818,6.817000,2.054980,0.194658,-0.985541,,,
819,6.825000,2.054985,0.194628,-0.985602,,,
820,6.833000,2.054969,0.194663,-0.985573,,,
821,6.842000,2.054981,0.194664,-0.985563,,,
822,6.850000,2.054967,0.194668,-0.985607,,,
823,6.858000,2.054957,0.194677,-0.985572,,,
824,6.867000,2.054969,0.194671,-0.985613,,,
825,6.875000,2.054975,0.194670,-0.985580,,,
826,6.883000,2.055005,0.194674,-0.985570,,,
827,6.892000,2.055023,0.194680,-0.985627,,,
828,6.900000,2.055013,0.194664,-0.985564,,,
829,6.908000,2.055028,0.194661,-0.985601,,,
830,6.917000,2.054996,0.194660,-0.985579,,,
831,6.925000,2.054978,0.194656,-0.985555,,,
832,6.933000,2.054995,0.194670,-0.985608,,,
833,6.942000,2.054991,0.194683,-0.985549,,,
834,6.950000,2.054988,0.194670,-0.985609,,,
835,6.958000,2.054981,0.194677,-0.985587,,,
836,6.967000,2.054990,0.194684,-0.985570,,,
837,6.975000,2.054995,0.194675,-0.985630,,,
838,6.983000,2.054970,0.194694,-0.985582,,,
839,6.992000,2.054992,0.194680,-0.985606,,,
840,7.000000,2.054991,0.194671,-0.985601,,,
841,7.008000,2.054994,0.194693,-0.985591,,,
842,7.017000,2.055018,0.194674,-0.985615,,,
843,7.025000,2.055003,0.194667,-0.985565,,,
844,7.033000,2.055008,0.194655,-0.985596,,,
845,7.042000,2.054996,0.194652,-0.985601,,,
846,7.050000,2.054995,0.194659,-0.985560,,,
847,7.058000,2.054998,0.194652,-0.985607,,,
848,7.067000,2.054975,0.194669,-0.985568,,,
849,7.075000,2.054983,0.194681,-0.985577,,,
850,7.083000,2.054975,0.194667,-0.985593,,,
851,7.092000,2.054974,0.194662,-0.985562,,,
852,7.100000,2.054965,0.194662,-0.985628,,,
853,7.108000,2.054945,0.194678,-0.985596,,,
854,7.117000,2.054979,0.194661,-0.985595,,,
855,7.125000,2.054976,0.194668,-0.985600,,,
856,7.133000,2.054998,0.194658,-0.985576,,,
857,7.142000,2.054997,0.194659,-0.985632,,,
858,7.150000,2.055016,0.194657,-0.985569,,,
859,7.158000,2.055012,0.194650,-0.985584,,,
860,7.167000,2.054996,0.194657,-0.985570,,,
861,7.175000,2.054994,0.194664,-0.985553,,,
862,7.183000,2.054996,0.194673,-0.985598,,,
863,7.192000,2.054973,0.194651,-0.985555,,,
864,7.200000,2.054986,0.194662,-0.985580,,,
865,7.208000,2.054962,0.194648,-0.985580,,,
866,7.217000,2.054983,0.194654,-0.985557,,,
867,7.225000,2.054984,0.194678,-0.985593,,,
868,7.233000,2.054953,0.194653,-0.985572,,,
869,7.242000,2.054982,0.194661,-0.985581,,,
870,7.250000,2.054987,0.194665,-0.985612,,,
871,7.258000,2.054988,0.194660,-0.985559,,,
872,7.267000,2.055007,0.194672,-0.985636,,,
873,7.275000,2.055004,0.194670,-0.985590,,,
874,7.283000,2.055007,0.194651,-0.985560,,,
875,7.292000,2.054996,0.194662,-0.985593,,,
876,7.300000,2.054981,0.194669,-0.985567,,,
877,7.308000,2.054995,0.194648,-0.985581,,,
878,7.317000,2.054974,0.194665,-0.985566,,,
879,7.325000,2.054986,0.194673,-0.985563,,,
880,7.333000,2.055001,0.194666,-0.985581,,,
881,7.342000,2.054963,0.194694,-0.985569,,,
882,7.350000,2.054979,0.194666,-0.985601,,,
883,7.358000,2.054971,0.194670,-0.985598,,,
884,7.367000,2.054972,0.194659,-0.985577,,,
885,7.375000,2.054996,0.194665,-0.985630,,,
886,7.383000,2.055004,0.194693,-0.985576,,,
887,7.392000,2.055004,0.194661,-0.985624,,,
888,7.400000,2.055007,0.194660,-0.985612,,,
889,7.408000,2.055005,0.194655,-0.985574,,,
890,7.417000,2.055002,0.194651,-0.985595,,,
891,7.425000,2.054995,0.194650,-0.985585,,,
892,7.433000,2.055005,0.194673,-0.985576,,,
893,7.442000,2.054991,0.194681,-0.985572,,,
894,7.450000,2.055004,0.194655,-0.985576,,,
895,7.458000,2.054976,0.194647,-0.985594,,,
896,7.467000,2.054974,0.194663,-0.985559,,,
897,7.475000,2.054986,0.194667,-0.985577,,,
898,7.483000,2.054971,0.194660,-0.985580,,,
899,7.492000,2.054980,0.194669,-0.985590,,,
900,7.500000,2.054976,0.194652,-0.985641,,,
901,7.508000,2.054996,0.194675,-0.985586,,,
902,7.517000,2.055017,0.194674,-0.985631,,,
903,7.525000,2.055002,0.194666,-0.985596,,,
904,7.533000,2.055023,0.194668,-0.985599,,,
905,7.542000,2.055012,0.194668,-0.985590,,,
906,7.550000,2.054999,0.194692,-0.985576,,,
907,7.558000,2.055027,0.194683,-0.985562,,,
908,7.567000,2.054983,0.194672,-0.985584,,,
909,7.575000,2.054999,0.194661,-0.985550,,,
910,7.583000,2.055014,0.194688,-0.985588,,,
911,7.592000,2.054974,0.194685,-0.985583,,,
912,7.600000,2.054984,0.194657,-0.985595,,,
913,7.608000,2.054972,0.194689,-0.985591,,,
914,7.617000,2.054976,0.194690,-0.985564,,,
915,7.625000,2.054995,0.194652,-0.985610,,,
916,7.633000,2.054977,0.194663,-0.985574,,,
917,7.642000,2.055011,0.194669,-0.985629,,,
918,7.650000,2.055017,0.194648,-0.985602,,,
919,7.658000,2.055034,0.194639,-0.985546,,,
920,7.667000,2.055022,0.194646,-0.985599,,,
921,7.675000,2.054996,0.194661,-0.985553,,,
922,7.683000,2.054997,0.194649,-0.985567,,,
923,7.692000,2.054992,0.194657,-0.985581,,,
924,7.700000,2.054992,0.194657,-0.985559,,,
925,7.708000,2.054994,0.194664,-0.985604,,,
926,7.717000,2.054978,0.194664,-0.985563,,,
927,7.725000,2.055001,0.194668,-0.985588,,,
928,7.733000,2.054970,0.194647,-0.985573,,,
929,7.742000,2.054983,0.194651,-0.985570,,,
930,7.750000,2.054996,0.194658,-0.985621,,,
931,7.758000,2.054995,0.194665,-0.985556,,,
932,7.767000,2.055017,0.194678,-0.985606,,,
933,7.775000,2.055015,0.194651,-0.985582,,,
934,7.783000,2.055027,0.194644,-0.985553,,,
935,7.792000,2.055028,0.194642,-0.985583,,,
936,7.800000,2.055003,0.194643,-0.985565,,,
937,7.808000,2.055022,0.194648,-0.985557,,,
938,7.817000,2.054994,0.194633,-0.985591,,,
939,7.825000,2.055002,0.194653,-0.985533,,,
940,7.833000,2.054997,0.194635,-0.985560,,,
941,7.842000,2.054974,0.194668,-0.985578,,,
942,7.850000,2.054979,0.194658,-0.985555,,,
943,7.858000,2.054976,0.194651,-0.985582,,,
944,7.867000,2.054964,0.194678,-0.985575,,,
945,7.875000,2.054984,0.194643,-0.985607,,,
946,7.883000,2.054988,0.194650,-0.985564,,,
947,7.892000,2.054993,0.194654,-0.985591,,,
948,7.900000,2.055007,0.194649,-0.985617,,,
949,7.908000,2.055015,0.194634,-0.985547,,,
950,7.917000,2.054999,0.194634,-0.985608,,,
951,7.925000,2.055004,0.194655,-0.985580,,,
952,7.933000,2.055002,0.194647,-0.985552,,,
953,7.942000,2.054975,0.194652,-0.985586,,,
954,7.950000,2.054970,0.194644,-0.985563,,,
955,7.958000,2.054976,0.194635,-0.985583,,,
956,7.967000,2.054972,0.194651,-0.985568,,,
957,7.975000,2.054966,0.194657,-0.985591,,,
958,7.983000,2.054958,0.194669,-0.985592,,,
959,7.992000,2.054969,0.194661,-0.985584,,,
960,8.000000,2.054987,0.194657,-0.985628,,,
961,8.008000,2.055003,0.194658,-0.985560,,,
